segment,maker,model,powertrain,fuel,engine,price,inspection,electric_wh_per_km,hydrogen_km_per_kg
combustion,Suzuki,EVERY "JOIN" (5MT) 2WD,gasoline,17.2,0.658,1431100,80000,0,0
combustion,Suzuki,EVERY "JOIN" 2WD,gasoline,16.4,0.658,1544400,80000,0,0
combustion,Suzuki,EVERY "JOIN" (5MT) 4WD,gasoline,16.9,0.658,1563100,80000,0,0
combustion,Suzuki,EVERY "JOIN" 4WD,gasoline,16.4,0.658,1698400,80000,0,0
combustion,Suzuki,EVERY "JOIN TURBO" 2WD,gasoline,15.1,0.658,1665400,80000,0,0
combustion,Suzuki,EVERY "JOIN TURBO" 4WD,gasoline,15.1,0.658,1819400,80000,0,0
combustion,Suzuki,CARRY "KC" (5MT) 2WD,gasoline,18.7,0.658,1172600,80000,0,0
combustion,Suzuki,CARRY "KC" (4AT) 2WD,gasoline,15.7,0.658,1249600,80000,0,0
combustion,Suzuki,CARRY "KC" (5MT) 4WD,gasoline,18.7,0.658,1324400,80000,0,0
combustion,Suzuki,CARRY "KC" (4AT) 4WD,gasoline,15.7,0.658,1401400,80000,0,0
combustion,Suzuki,CARRY "KX" (5MT) 2WD,gasoline,18.7,0.658,1350800,80000,0,0
combustion,Suzuki,CARRY "KX" (4AT) 2WD,gasoline,15.7,0.658,1427800,80000,0,0
combustion,Suzuki,CARRY "KX" (5MT) 4WD,gasoline,18.7,0.658,1504800,80000,0,0
combustion,Suzuki,CARRY "KX" (4AT) 4WD,gasoline,15.7,0.658,1581800,80000,0,0
combustion,Suzuki,SUPER CARRY "L" (5MT) 2WD,gasoline,17.9,0.658,1291400,80000,0,0
combustion,Suzuki,SUPER CARRY "L" (4AT) 2WD,gasoline,15.4,0.658,1368400,80000,0,0
combustion,Suzuki,SUPER CARRY "L" (5MT) 4WD,gasoline,17.9,0.658,1443200,80000,0,0
combustion,Suzuki,SUPER CARRY "L" (4AT) 4WD,gasoline,15.4,0.658,1520200,80000,0,0
combustion,Suzuki,SUPER CARRY "X" (5MT) 2WD,gasoline,17.9,0.658,1459700,80000,0,0
combustion,Suzuki,SUPER CARRY "X" (4AT) 2WD,gasoline,15.4,0.658,1536700,80000,0,0
combustion,Suzuki,SUPER CARRY "X" (5MT) 4WD,gasoline,17.9,0.658,1613700,80000,0,0
combustion,Suzuki,SUPER CARRY "X" (4AT) 4WD,gasoline,15.4,0.658,1690700,80000,0,0
combustion,Subaru,IMPREZA "ST" FWD,gasoline,15.8,1.995,2744500,105000,0,0
combustion,Subaru,IMPREZA "ST" AWD,gasoline,14.7,1.995,3014000,105000,0,0
combustion,Subaru,IMPREZA "ST Smart Edition" FWD,gasoline,15.8,1.995,2953500,105000,0,0
combustion,Subaru,IMPREZA "ST Smart Edition" AWD,gasoline,14.7,1.995,3168000,105000,0,0
combustion,Subaru,IMPREZA "ST Black Selection" FWD,gasoline,15.8,1.995,3058000,105000,0,0
combustion,Subaru,IMPREZA "ST Black Selection" AWD,gasoline,14.7,1.995,3272500,105000,0,0
combustion,Subaru,IMPREZA "ST Style Edition" FWD,gasoline,15.8,1.995,3096500,105000,0,0
combustion,Subaru,IMPREZA "ST Style Edition" AWD,gasoline,14.7,1.995,3311000,105000,0,0
combustion,Subaru,IMPREZA "ST-G" FWD,hybrid,19.4,1.995,2959000,105000,0,0
combustion,Subaru,IMPREZA "ST-G" AWD,hybrid,18.9,1.995,3179000,105000,0,0
combustion,Subaru,IMPREZA "ST-H" FWD,hybrid,19.4,1.995,3157000,105000,0,0
combustion,Subaru,IMPREZA "ST-H" AWD,hybrid,18.9,1.995,3371500,105000,0,0
combustion,Subaru,IMPREZA "ST-H Style Edition" FWD,hybrid,19.4,1.995,3300000,105000,0,0
combustion,Subaru,IMPREZA "ST-H Style Edition" AWD,hybrid,18.9,1.995,3514500,105000,0,0
combustion,Subaru,LEVORG "Smart Edition EX",gasoline,16.5,1.795,3630000,115000,0,0
combustion,Subaru,LEVORG "GT-H EX",gasoline,16.5,1.795,3795000,115000,0,0
combustion,Subaru,LEVORG "STI Sport EX",gasoline,16.5,1.795,4411000,115000,0,0
combustion,Subaru,LEVORG "STI Sport EX Black Interior Selection",gasoline,16.5,1.795,4411000,115000,0,0
combustion,Subaru,LEVORG "STI Sport R EX",gasoline,13.1,2.387,5093000,115000,0,0
combustion,Subaru,LEVORG "STI Sport R EX Black Interior Selection",gasoline,13.1,2.387,5093000,115000,0,0
combustion,Subaru,LEVORG "STI Sport R-Black Limited",gasoline,13.1,2.387,5368000,115000,0,0
combustion,Subaru,REX "G" 2WD,gasoline,24.6,1.196,1910700,100000,0,0
combustion,Subaru,REX "G" 4WD,gasoline,21.2,0.996,2187900,100000,0,0
combustion,Subaru,REX "Z" 2WD,gasoline,23.6,1.196,2274500,100000,0,0
combustion,Subaru,REX "Z" 4WD,gasoline,21.2,0.996,2511300,100000,0,0
combustion,Subaru,REX "G HYBRID",hybrid,34.4,1.196,2216500,100000,0,0
combustion,Subaru,REX "Z HYBRID",hybrid,34.8,1.196,2608100,100000,0,0
combustion,Subaru,CROSSTREK "Premium S:HEV EX",hybrid,22.7,2.498,4053500,110000,0,0
combustion,Subaru,CROSSTREK "Premium S:HEV",hybrid,22.7,2.498,3833500,110000,0,0
combustion,Subaru,CROSSTREK "Limited Style Edition" FWD,hybrid,19.3,1.995,3355000,110000,0,0
combustion,Subaru,CROSSTREK "Limited Style Edition" AWD,hybrid,18.8,1.995,35695000,110000,0,0
combustion,Subaru,CROSSTREK "Limited" FWD,hybrid,19.3,1.995,3234000,110000,0,0
combustion,Subaru,CROSSTREK "Limited" AWD,hybrid,18.8,1.995,34485000,110000,0,0
combustion,Subaru,CROSSTREK "Touring" FWD,hybrid,19.3,1.995,3014000,110000,0,0
combustion,Subaru,CROSSTREK "Touring" AWD,hybrid,18.8,1.995,3234000,110000,0,0
combustion,Subaru,LAYBACK "Black Selection",gasoline,16.5,1.795,4246000,115000,0,0
combustion,Subaru,LAYBACK "Limited EX",gasoline,16.5,1.795,3993000,115000,0,0
combustion,Subaru,FORESTER "SPORT EX",gasoline,15.5,1.795,4191000,115000,0,0
combustion,Subaru,FORESTER "SPORT",gasoline,15.5,1.795,4048000,115000,0,0
combustion,Subaru,FORESTER "X-BREAK S:HEV EX",hybrid,21.9,2.498,4477000,115000,0,0
combustion,Subaru,FORESTER "X-BREAK S:HEV",hybrid,21.9,2.498,4202000,115000,0,0
combustion,Subaru,FORESTER "Premium S:HEV EX",hybrid,21.1,2.498,4598000,115000,0,0
combustion,Subaru,FORESTER "Premium S:HEV",hybrid,21.1,2.498,4488000,115000,0,0
combustion,Subaru,WRX S4 "GT-H EX",gasoline,10.8,2.387,4477000,130000,0,0
combustion,Subaru,WRX S4 "STI Sport R EX",gasoline,10.7,2.387,5027000,130000,0,0
combustion,Subaru,WRX S4 "STI Sport R-Black Limited",gasoline,10.7,2.387,5302000,130000,0,0
combustion,Subaru,BRZ "R" (6MT),gasoline,12.0,2.387,3322000,120000,0,0
combustion,Subaru,BRZ "R" (E-6AT),gasoline,11.8,2.387,3355000,120000,0,0
combustion,Subaru,BRZ "S" (6MT),gasoline,11.9,2.387,3509000,120000,0,0
combustion,Subaru,BRZ "S" (E-6AT),gasoline,11.7,2.387,3542000,120000,0,0
combustion,Subaru,BRZ "STI Sport" (6MT),gasoline,11.9,2.387,3784000,120000,0,0
combustion,Subaru,BRZ "STI Sport" (E-6AT),gasoline,11.7,2.387,3817000,120000,0,0
combustion,Subaru,JUSTY 2WD,gasoline,18.4,0.996,2169200,95000,0,0
combustion,Subaru,JUSTY 4WD,gasoline,16.8,0.996,2369400,95000,0,0
combustion,Mitsubishi,eK Wagon X,gasoline,22.5,0,1470000,80000,0,0
combustion,Mitsubishi,eK Wagon G,gasoline,22.5,0,1620000,80000,0,0
combustion,Mitsubishi,eK Space X,gasoline,20.5,0,1750000,80000,0,0
combustion,Mitsubishi,eK Space G,gasoline,20.5,0,1900000,80000,0,0
combustion,Mitsubishi,eK Cross X,gasoline,20,0,1740000,80000,0,0
combustion,Mitsubishi,eK Cross G,gasoline,20,0,1890000,80000,0,0
combustion,Mitsubishi,eK Cross EV X,gasoline,0,0,2570000,80000,0,0
combustion,Mitsubishi,eK Cross EV G,gasoline,0,0,2770000,80000,0,0
combustion,Mitsubishi,Delica Mini X,gasoline,19,0,1960000,80000,0,0
combustion,Mitsubishi,Delica Mini G,gasoline,19,0,2120000,80000,0,0
combustion,Mitsubishi,Town Box X,gasoline,15,0,1920000,80000,0,0
combustion,Mitsubishi,Town Box G,gasoline,15,0,2080000,80000,0,0
combustion,Mitsubishi,Delica D:2 X,gasoline,20,0,2100000,105000,0,0
combustion,Mitsubishi,Delica D:2 G,gasoline,20,0,2350000,105000,0,0
combustion,Mitsubishi,Delica D:2 Custom X,gasoline,19.5,0,2350000,105000,0,0
combustion,Mitsubishi,Delica D:2 Custom G,gasoline,19.5,0,2600000,105000,0,0
combustion,Mitsubishi,Eclipse Cross X,gasoline,14,0,2770000,110000,0,0
combustion,Mitsubishi,Eclipse Cross G,gasoline,14,0,3070000,110000,0,0
combustion,Mitsubishi,Delica D:5 X,gasoline,12,0,4510000,130000,0,0
combustion,Mitsubishi,Delica D:5 G,gasoline,12,0,5010000,130000,0,0
combustion,Mitsubishi,Delica D:5 Urban Gear,gasoline,12,0,4450000,130000,0,0
combustion,Mitsubishi,Triton X,gasoline,10.5,0,5520000,150000,0,0
combustion,Mitsubishi,Triton G,gasoline,10.5,0,6020000,150000,0,0
electric,Toyota,PRIUS "G",phev,26,1.986,3847300,115000,134,0
electric,Toyota,PRIUS "Z",phev,26,1.986,4608900,115000,134,0
electric,Toyota,RAV4 "Z",phev,22.2,2.487,6000000,120000,151,0
electric,Toyota,RAV4 "GR SPORT",phev,21.5,2.487,6300000,120000,145,0
electric,Toyota,HARRIER "G",phev,20.5,2.487,5470300,130000,160,0
electric,Toyota,HARRIER "Z",phev,20.5,2.487,6260100,130000,160,0
electric,Toyota,bZ4X "G",bev,0,0,4800000,100000,111,0
electric,Toyota,bZ4X "Z" FWD,bev,0,0,5500000,100000,113,0
electric,Toyota,bZ4X "Z" 4WD,bev,0,0,6000000,100000,121,0
electric,Toyota,bZ4X Touring "Z" FWD,bev,0,0,5750000,100000,114,0
electric,Toyota,bZ4X Touring "Z" 4WD,bev,0,0,6400000,100000,121,0
electric,Toyota,CROWN "Z",fcv,0,0,8300000,140000,0,148
electric,Toyota,CROWN SPORT "RS",phev,20.3,2.487,7650000,145000,165,0
electric,Toyota,CROWN ESTATE "RS",phev,20.0,2.487,8100000,145000,167,0
electric,Toyota,ALPHARD "Executive Lounge PLUG-IN HYBRID",phev,16.7,2.487,10650000,150000,209,0
electric,Toyota,VELLFIRE "Executive Lounge PLUG-IN HYBRID",phev,16.7,2.487,10850000,150000,209,0
electric,Toyota,CENTURY,phev,14.2,3.456,27000000,250000,213,0
electric,Lexus,NX 450h+ "OVERTRAIL",phev,19.6,2.487,7725000,130000,172,0
electric,Lexus,NX 450h+ "F SPORT",phev,19.6,2.487,7585000,130000,172,0
electric,Lexus,NX 450h+ "version L",phev,19.6,2.487,7495000,135000,172,0
electric,Lexus,RX 450h+ "version L",phev,18.7,2.487,8870000,140000,177,0
electric,Lexus,RZ 350e "version L",bev,0,0,7900000,95000,733,0
electric,Lexus,RZ 500e "version L",bev,0,0,8500000,95000,579,0
electric,Lexus,RZ 500e "F SPORT",bev,0,0,9500000,95000,582,0
electric,Honda,N-ONE e: "G",bev,0,0,2699400,80000,105,0
electric,Honda,N-ONE e: "L",bev,0,0,3198800,80000,105,0
electric,Honda,N-VAN e: "L4",bev,0,0,2699400,80000,127,0
electric,Honda,N-VAN e: "FUN",bev,0,0,2919400,80000,127,0
electric,Nissan,ARIYA "B6",bev,0,0,6675900,80000,166,0
electric,Nissan,ARIYA "B6 e-4ORCE",bev,0,0,7280900,80000,169,0
electric,Nissan,ARIYA "B9",bev,0,0,7467900,80000,169,0
electric,Nissan,ARIYA "B9 e-4ORCE",bev,0,0,8072900,80000,171,0
electric,Nissan,ARIYA "NISMO B6 e-4ORCE",bev,0,0,8498600,80000,166,0
electric,Nissan,ARIYA "NISMO B9 e-4ORCE",bev,0,0,9510600,80000,169,0
electric,Nissan,LEAF "B5 S",bev,0,0,4389000,80000,118,0
electric,Nissan,LEAF "B5 X",bev,0,0,4738800,80000,131,0
electric,Nissan,LEAF "B5 G",bev,0,0,5648500,80000,131,0
electric,Nissan,LEAF "B7 X",bev,0,0,5188700,80000,130,0
electric,Nissan,LEAF "B7 G",bev,0,0,5999400,80000,133,0
electric,Nissan,SAKURA "X",bev,0,0,2599300,80000,124,0
electric,Nissan,SAKURA "G",bev,0,0,3082200,80000,124,0
electric,Mazda,CX-60 "PHEV Premium Sports",phev,14.3,0,6495500,135000,253,2.488
electric,Mazda,CX-60 "PHEV Premium Modern",phev,14.3,0,6495500,135000,253,2.488
electric,Mazda,CX-80 "PHEV Premium Sports",phev,12.9,0,7144500,140000,292,2.488
electric,Mazda,CX-80 "PHEV Premium Modern",phev,12.9,0,7144500,140000,292,2.488
electric,Mazda,MX-30 ROTARY-EV,phev,15.4,0.830,4356000,80000,176,0
electric,Mazda,MX-30 ROTARY-EV "Modern Confidence",phev,15.4,0.830,49906000,80000,176,0
electric,Mazda,MX-30 ROTARY-EV "Natural Monotone",phev,15.4,0.830,4906000,80000,176,0
electric,Mazda,MX-30 ROTARY-EV "Retro Sports Edition",phev,15.4,0.830,4942300,80000,176,0
electric,Suzuki,e-VITARA "X",bev,0,0,3993000,80000,124,0
electric,Suzuki,e-VITARA "Z" 2WD,bev,0,0,4488000,80000,131,0
electric,Suzuki,e-VITARA "Z" 4WD,bev,0,0,4928000,80000,144,0
electric,Suzuki,e-EVERY "2 seater",bev,0,0,3146000,80000,161,0
electric,Suzuki,e-EVERY "5 seater",bev,0,0,3234000,80000,161,0
combustion,Subaru,SOLTERRA "ET-SS" FWD,bev,0,0,5170000,95000,113,0
combustion,Subaru,SOLTERRA "ET-SS" AWD,bev,0,0,5610000,95000,121,0
combustion,Subaru,SOLTERRA "ET-HS",bev,0,0,6050000,95000,121,0
combustion,Subaru,TRAILSEEKER "ET-SS" FWD,bev,0,0,5390000,95000,114,0
combustion,Subaru,TRAILSEEKER "ET-SS" AWD,bev,0,0,5940000,95000,121,0
combustion,Subaru,TRAILSEEKER "ET-HS",bev,0,0,6380000,95000,121,0
electric,Mitsubishi,eKX EV "G",bev,0,0,2568500,80000,124,0
electric,Mitsubishi,eKX EV "P",bev,0,0,3131700,80000,124,0
electric,Mitsubishi,OUTLANDER "M (5 seater)",phev,17.6,2.359,5294300,120000,218,0
electric,Mitsubishi,OUTLANDER "G (5 seater)",phev,17.2,2.359,5910300,120000,227,0
electric,Mitsubishi,OUTLANDER "G (7 seater)",phev,17.2,2.359,6001600,120000,227,0
electric,Mitsubishi,OUTLANDER "P (5 seater)",phev,17.2,2.359,6344800,120000,227,0
electric,Mitsubishi,OUTLANDER "P (7 seater)",phev,17.2,2.359,6436100,120000,227,0
electric,Mitsubishi,OUTLANDER "P Executive Package (5 seater)",phev,17.2,2.359,6625300,120000,227,0
electric,Mitsubishi,OUTLANDER "P Executive Package (7 seater)",phev,17.2,2.359,6716600,120000,227,0
electric,Mitsubishi,OUTLANDER "BLACK Edition (5 seater)",phev,17.2,2.359,6735300,120000,227,0
electric,Mitsubishi,OUTLANDER "BLACK Edition (7 seater)",phev,17.2,2.359,6826600,120000,227,0
electric,Mitsubishi,MINICAB EV "2 seater",bev,0,0,2431000,80000,127,0
electric,Mitsubishi,MINICAB EV "4 seater",bev,0,0,2486000,80000,127,0
